symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
DDR2	0.38552164493624497	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	0.24452327637267426	No data	No data	No data	No data	No data	0.13293287898523437	0.01070609874521974	No data	1	1	0	1	1	0	0.7953200000000002	1	-0.8202978488692775	-0.9360423865945657	0	No data	-1	0	-1	0
PTCH1	0.38495222075709973	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	No data	0.26554754979007616	No data	No data	No data	No data	No data	0.05026067869254077	No data	No data	No data	0	0	0	0	0	0.7753950000000003	No data	-0.9814671814671815	-0.9614779641469675	0	No data	-1	0	0.5	0
PBRM1	0.38402746313425995	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	0.21625891064666572	No data	No data	No data	No data	No data	No data	0.34632747165872235	No data	No data	No data	0	0	1	1	1	0.909035	1	-0.9366795366795366	-0.8459595894082841	0	No data	-1	No data	-1	-1
DICER1	0.38328893684406246	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	No data	No data	No data	No data	0.5354428165819687	No data	No data	No data	0	0	0	0	0	0.6462000000000003	No data	-0.9057915057915058	-0.9303622840068573	0	No data	-1	No data	-1	-1
HOXA9	0.3822168930486363	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.41573937078304524	No data	No data	No data	0	0	0	0	0	0.90809	No data	0.6329840044125759	0	0	No data	No data	0	0.5	0
BRCA1	0.38047124095087703	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	No data	No data	No data	No data	0.4427449008239472	No data	No data	No data	0	0	0	1	0	0	No data	-0.1446221731936017	-0.9488667918397983	0	No data	-1	No data	-1	-1
FGFR1	0.38002174678258793	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	0.07599134970145263	No data	No data	No data	0.10800107282182382	No data	No data	1	0	0	1	1	1	0.9209249999999998	1	-0.906784335355764	-0.9744123884163269	0	-1	No data	-0.2791975000000001	-1	-1
MED12	0.3795187295962747	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6205960225618631	No data	No data	No data	No data	No data	No data	No data	0.07366939179390825	No data	No data	No data	0	0	0	0	0	0.86449	No data	No data	-0.863672744051105	0	No data	-1	-0.021589999999999953	-1	-1
AFF3	0.3787368562064652	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	0.19892538297827692	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.1309026989957223	No data	No data	0	0	0	0	0	0.4086449999999999	No data	-0.8734693877551021	-0.6906033536191075	0	No data	No data	0	-1	0
EZR	0.3783816274526086	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.2895649571459916	No data	No data	No data	1	0	0	1	0	0.8208199999999998	No data	-0.43861003861003856	-0.6221533744154703	0	-1	No data	-0.41126250000000014	-1	-1
FLT3	0.37716259630240434	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	No data	No data	No data	No data	0.3338955166022123	No data	No data	1	0	0	1	1	0	0.30513499999999993	1	-0.7224489795918367	-0.8755056130719108	0	-1	-1	0	0.5	0.5
PER3	0.37687264049780306	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	0.2399215779740863	No data	No data	No data	0	0	0	0	0	0	No data	0.07049089906232764	-0.1250770947412433	0	No data	No data	0	-1	0
FANCD2	0.3767940516288742	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.8551018904959087	No data	0.31983239262347385	No data	0	0	0	0	0	0	No data	-0.3218974076116933	-0.8814723439519573	0	No data	-1	No data	0.5	0
CDH1	0.37581936196718474	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.9488397063499858	0.03677423524965234	No data	No data	1	0	0	0	0	0.05895500000000027	0	-0.6736900165471594	-0.8900187294950584	0	No data	-1	0	0.5	0
HNF1B	0.37576511716932903	0.6129051707117424	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1039982804184966	No data	No data	No data	0	0	0	0	0	0.5870750000000001	No data	-0.9318257032542747	-0.681454758943373	0	No data	No data	0	0.5	0
NTRK3	0.3754433152990378	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5847112185361772	No data	No data	No data	No data	No data	No data	No data	0.657290531105501	No data	No data	1	0	0	1	1	0	0.7795000000000002	1	-0.8477661334804192	-0.9583856307353796	0	No data	-1	0	0.75	0
TYMS	0.3748820829267258	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5744064863863053	No data	No data	No data	0.7936120727830374	0.11544616933455519	No data	1	0	0	1	1	1	0.4408949999999997	0	-0.14980694980694975	0	0	-1	No data	0	0.5	0
FAT1	0.3740355648448203	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5847112185361772	No data	No data	No data	No data	No data	No data	No data	0.5900175801912017	0.0471602224523592	No data	No data	1	0	0	0	0	0.40824	No data	-0.6065085493656922	-0.7277033418081363	0	No data	-1	0	0.5	0
FGF10	0.3737774998773291	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	0.09902179475097289	0.08791730388467354	No data	No data	0	1	0	0	0	0.7115400000000001	No data	-0.9116381687810259	-0.9601003961050542	0	No data	No data	0	-1	0
PDCD1	0.37365055129349445	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5722557162347304	No data	No data	No data	0.8474213639546962	No data	No data	1	1	0	1	1	0	0	No data	-0.13414230557087703	-0.9377049566033746	0	No data	No data	No data	0.5	0.5
GPR37	0.3719745537289254	0.5712472101883629	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8059767296296297	0.014573206466927193	No data	No data	0	0	0	0	0	0.06199000000000012	No data	-0.4850523993381136	-0.2838059260346937	0	No data	No data	0	0.75	0.5
VEGFA	0.3714494111107757	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5698140735500097	No data	No data	No data	0.8238400484256926	No data	No data	1	0	1	1	1	0	0.18987499999999996	No data	-0.5552123552123552	-0.9928422036515041	0	-1	No data	0	-1	-1
TFG	0.3714277539581253	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.6875	No data	-0.5794815223386651	-0.3074028175658705	0	No data	No data	No data	-1	-1
XPC	0.371116446885165	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	No data	No data	No data	No data	No data	No data	No data	0.6480529568702643	No data	0.555405576697977	No data	1	0	0	0	0	0	No data	0.10170987313844448	-0.23854192428212156	0	-1	No data	No data	-1	-1
PTPN11	0.37093911915891903	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	No data	No data	No data	No data	No data	No data	No data	0.8505637831058004	0.08663013865965599	No data	0.5	0	0	1	1	0	0.9747050000000002	1	-0.9784886927744071	-0.9832687418361019	-1	-1	-1	0	-1	-1
NUTM1	0.3708733841760982	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	0	0	0	0	No data	-0.6531715388858246	-0.06304192814743703	0	No data	No data	0	1	1
PDGFRB	0.3695340656935992	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	0.14353921610274387	No data	No data	No data	0.07052048113201406	0.037474368691451716	No data	1	0	0	1	1	0	0.2721499999999999	1	-0.6833976833976834	-0.9833156589750258	0	-1	No data	0	-1	0
FBXW7	0.3671417043511435	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.2496337805699271	No data	No data	No data	No data	No data	No data	0.43075495784631945	No data	No data	No data	0	0	0	0	0	0	No data	-0.9670159955874241	-0.9413885914346167	0	No data	-1	0	0.5	-1
MSI2	0.36599082829863716	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.6089547336619521	0.0739918029806176	No data	No data	0	0	0	0	0	0.9847549999999998	No data	-0.5088803088803089	-0.8863425214216927	0	No data	No data	-0.41311	0.5	-1
NCOA2	0.36575179394596813	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.23203479830135218	No data	No data	No data	No data	No data	No data	0.5258601399340522	No data	No data	No data	0	0	0	1	0	0.7131149999999998	No data	-0.9495863210148925	-0.3136925334036625	0	No data	-1	0	-1	-1
NPM1	0.36554584880641167	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	0.46945767148897405	No data	No data	No data	0.8032710696866892	No data	No data	1	0	0	1	1	0	No data	No data	-0.8768891340319912	-0.9140377529191764	-1	No data	-1	0	-1	-1
NOTCH1	0.3637463807447192	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.2001034323849827	No data	No data	No data	No data	No data	No data	0.7366441467467609	No data	No data	0.5	0	0	1	1	0	0.5322899999999997	No data	-0.9461665747380033	-0.963994343153228	0	No data	-1	0	-1	0
TSC1	0.36209833832921196	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.2471330803694717	No data	No data	No data	No data	No data	No data	0.08556989845709549	No data	No data	No data	0	0	0	0	0	0.3599649999999997	No data	-0.9385548814120243	-0.9403318353365014	0	-1	-1	No data	-1	-1
ACVR1B	0.36196863768380616	0.43624856034057663	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	0.2675838531875856	No data	No data	No data	No data	No data	No data	0.053531684123023296	No data	No data	No data	0	0	1	1	0	0.9108899999999999	1	-0.7916161059018202	-0.7971323891207673	0	No data	No data	-0.20792000000000002	-1	-1
ATR	0.36189251322190324	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.5070116373620838	No data	No data	0.75	0	0	1	1	0	0.5234499999999997	1	-0.668284611141754	-0.9379272499487609	-1	No data	-1	0	-1	0
FLCN	0.3597454843608494	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.23616603787435062	No data	No data	No data	No data	No data	No data	0.034787151196664985	No data	No data	No data	1	0	0	0	0	0.6286700000000003	No data	-0.7027027027027026	-0.7737161052767862	0	No data	No data	No data	-1	-1
MTOR	0.35894232338306237	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.4099548720055243	No data	No data	1	0	0	1	1	0	0.9470399999999998	1	-0.9104247104247104	-0.921253389889535	-1	-1	-1	0	-1	-1
PTPRC	0.3581341006841065	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.3833655726270055	No data	No data	0.5	0	0	1	1	0	0	No data	-0.8510755653612796	-0.889851577142482	0	-1	No data	0	0.5	-1
GCLC	0.3581289278157383	0.5501645633142458	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7659710105843337	0.028430035789895093	No data	No data	0	0	0	1	0	0.7252749999999999	No data	-0.790954219525648	-0.762131894529178	0	-1	No data	No data	0.5	-1
MGA	0.3575866400581503	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5626146833180641	No data	No data	No data	No data	No data	No data	0.5117637382973278	No data	No data	No data	0	0	0	0	0	0.04624499999999969	No data	-0.9578599007170436	No data	0	No data	No data	0	-1	0
BCOR	0.35755744693919206	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.22486160743519923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.4472949999999997	No data	No data	-0.7266867888349234	0	No data	-1	0	-1	-1
MYNN	0.3574570924382458	0.5879897742351402	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5983600000000002	No data	-0.6290126861555433	-0.13173594722701215	0	No data	No data	0	-1	-1
MAP2K2	0.3570390823340226	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	0.06079307976116211	No data	No data	No data	0.09759539939902195	No data	No data	1	0	0	1	1	1	0.7125	1	-0.1901820187534473	0	0	No data	-1	-0.5125	-1	-1
ETV1	0.35686292644651263	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.300299979315619	0.09280325560185652	No data	No data	0	0	0	0	0	0.8951799999999999	No data	-0.4920022062879206	-0.6121941561145569	0	No data	No data	-0.09853249999999995	0.5	0
GART	0.3567549306661405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5744064863863053	No data	No data	No data	0.20706429190390607	0.093378170513145	No data	1	0	0	1	1	1	0.2970300000000002	0	-0.6926640926640927	No data	0	No data	No data	No data	-1	-1
PSIP1	0.35659850337945787	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	No data	No data	No data	No data	No data	No data	No data	0.38238509430438966	0.07851710712289402	No data	No data	0	0	0	1	0	0.6132100000000001	No data	-0.797573083287369	-0.7143987981577751	0	No data	-1	0	-1	-1
CIC	0.3565879655035411	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.21524041646428382	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	0	0	0	0.6086599999999998	No data	-0.9237727523441809	-0.4580197190296931	0	No data	-1	0	-1	-1
FCRL4	0.3562852460231271	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.3225410620661656	No data	No data	No data	1	0	0	0	0	No data	No data	-0.25162713734142306	No data	0	No data	No data	0	1	0.5
FHIT	0.3555339598746534	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	No data	No data	No data	No data	No data	No data	No data	0.3822597217327466	No data	No data	No data	1	0	1	1	0	0.5578249999999997	No data	0.7257584114726972	-0.6909530054771251	0	No data	-1	0	1	-1
NCOR2	0.3549695844370159	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.27925779392840994	No data	No data	No data	0	0	1	1	0	0.3695300000000003	0	-0.7423055708769994	-0.9375147721290766	0	-1	-1	0	-1	-1
DHFR	0.354343582542893	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5744064863863053	No data	No data	No data	0.16923600978886363	No data	No data	1	0	0	1	1	1	0.4919800000000002	0	0.044125758411472704	-0.8860137788537494	-1	-1	No data	-0.799465	-1	-1
